GSEA_RSbp_NAME	GSEA_RSbp_ES	GSEA_RSbp_NOM.p.val	GSEA_SCbp_NAME	GSEA_SCbp_ES	GSEA_SCbp_NOM.p.val	GSEA_SCIIbp_NAME	GSEA_SCIIbp_ES	GSEA_SCIIbp_NOM.p.val
GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	0.49403086	0.002074689	GO_CELLULAR_ALDEHYDE_METABOLIC_PROCESS	0.5363779	0.006437768	GO_CIRCULATORY_SYSTEM_PROCESS	0.45767528	0.001
GO_RESPONSE_TO_INTERFERON_GAMMA	0.55185676	0.002096436	GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER	0.57916343	0.0064864866	GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	0.45420045	0.001
GO_CARBOHYDRATE_TRANSPORT	0.5387193	0.0021074815	GO_NEGATIVE_REGULATION_OF_WOUND_HEALING	0.5528768	0.0064864866	GO_RESPONSE_TO_TOXIC_SUBSTANCE	0.45405218	0.001
GO_PLATELET_ACTIVATION	0.51391345	0.002118644	GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	0.6125513	0.0069124424	GO_EPITHELIAL_CELL_DIFFERENTIATION	0.44737178	0.001
GO_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	0.5287899	0.0021231424	GO_RESPONSE_TO_ANTIBIOTIC	0.40429273	0.007	GO_BLOOD_VESSEL_MORPHOGENESIS	0.44778827	0.001
GO_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	0.52792495	0.0021413276	GO_INNATE_IMMUNE_RESPONSE	0.37269327	0.007	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	0.4478869	0.001
GO_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	0.5945602	0.0021459227	GO_POSITIVE_REGULATION_OF_HEART_CONTRACTION	0.65949214	0.0070011667	GO_SYNAPSE_ORGANIZATION	0.44988593	0.001
GO_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	0.5641434	0.0021834061	GO_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	0.41748494	0.007007007	GO_RESPONSE_TO_ACID_CHEMICAL	0.45187646	0.001
GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	0.56452566	0.0022222223	GO_REGULATION_OF_WOUND_HEALING	0.47467503	0.007201646	GO_LEUKOCYTE_DIFFERENTIATION	0.44234928	0.001
GO_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	0.6125765	0.0022522523	GO_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	0.5042994	0.0073145246	GO_REGULATION_OF_PEPTIDE_SECRETION	0.4428927	0.001
GO_GLOMERULUS_DEVELOPMENT	0.61915237	0.0022857143	GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	0.5149863	0.0073375264	GO_RESPONSE_TO_EXTRACELLULAR_STIMULUS	0.43802887	0.001
GO_HORMONE_BIOSYNTHETIC_PROCESS	0.5865413	0.0022962112	GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	0.55773175	0.007399577	GO_CARDIOVASCULAR_SYSTEM_DEVELOPMENT	0.43570134	0.001
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0.59070843	0.0022988506	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	0.385466	0.008	GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	0.43531886	0.001
GO_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	0.69545144	0.0023337223	GO_ANION_TRANSPORT	0.375775	0.008	GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	0.43033472	0.001
GO_PLACENTA_BLOOD_VESSEL_DEVELOPMENT	0.6593602	0.0023923444	GO_CELLULAR_LIPID_CATABOLIC_PROCESS	0.44095415	0.008056395	GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	0.4923676	0.001001001
GO_FOREBRAIN_NEURON_DIFFERENTIATION	0.6366903	0.0023980816	GO_TEMPERATURE_HOMEOSTASIS	0.44429556	0.008072654	GO_REGULATION_OF_RESPONSE_TO_WOUNDING	0.5068191	0.001001001
GO_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT	0.75812584	0.002469136	GO_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	0.639106	0.0080831405	GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	0.47957963	0.001001001
GO_RESPONSE_TO_OXYGEN_RADICAL	0.70287794	0.0025062656	GO_LIPID_OXIDATION	0.47470796	0.0081883315	GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	0.47305498	0.001001001
GO_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION	0.7424456	0.0025806453	GO_NEGATIVE_REGULATION_OF_HEART_CONTRACTION	0.66508925	0.008254717	GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	0.50838584	0.001002004
GO_DIVALENT_INORGANIC_CATION_TRANSPORT	0.43635768	0.003009027	GO_COLLAGEN_METABOLIC_PROCESS	0.49431974	0.008307373	GO_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	0.5210004	0.001003009
GO_STEROID_METABOLIC_PROCESS	0.47604603	0.003021148	GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC	0.5012184	0.008368201	GO_LOCOMOTORY_BEHAVIOR	0.5101759	0.001003009
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	0.4623252	0.003021148	GO_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	0.5147352	0.00844773	GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	0.514797	0.001004016
GO_T_CELL_ACTIVATION	0.4478346	0.0030241935	GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	0.57267404	0.0087241	GO_BIOMINERALIZATION	0.50908226	0.001004016
GO_NEURON_PROJECTION_GUIDANCE	0.46549106	0.003033367	GO_ZYMOGEN_ACTIVATION	0.5587924	0.00880088	GO_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	0.5251713	0.0010050251
GO_TISSUE_MIGRATION	0.45504382	0.003033367	GO_REGULATION_OF_LYMPHOCYTE_ACTIVATION	0.40161702	0.009009009	GO_PLATELET_ACTIVATION	0.5202062	0.0010050251
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0.4898898	0.0030674846	GO_MUSCLE_CELL_DEVELOPMENT	0.4445028	0.009063444	GO_ADULT_BEHAVIOR	0.5751339	0.0010080645
GO_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	0.5064564	0.0031612224	GO_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	0.44183427	0.00907258	GO_RESPONSE_TO_ALKALOID	0.5602052	0.0010090817
GO_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	0.5159199	0.0031746032	GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	0.6160266	0.009111618	GO_RESPONSE_TO_CORTICOSTEROID	0.5394899	0.001010101
GO_REGULATION_OF_ANION_TRANSPORT	0.5955931	0.0032432433	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	0.6788593	0.009142857	GO_PLATELET_DEGRANULATION	0.5671477	0.0010111224
GO_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS	0.5679867	0.0032537961	GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL	0.6267137	0.009291521	GO_NEGATIVE_REGULATION_OF_ION_TRANSPORT	0.5101923	0.0010111224
GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	0.5627427	0.0032786885	GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	0.49102956	0.009307136	GO_DETECTION_OF_ABIOTIC_STIMULUS	0.57393515	0.0010121458
GO_NERVE_DEVELOPMENT	0.59743845	0.0033076075	GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	0.5021851	0.0093361	GO_COLLAGEN_METABOLIC_PROCESS	0.58603024	0.00101833
GO_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY	0.5942838	0.003318584	GO_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	0.67367584	0.009345794	GO_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY	0.5485658	0.00101833
GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	0.5701346	0.0033519552	GO_CARDIOVASCULAR_SYSTEM_DEVELOPMENT	0.36527154	0.01	GO_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	0.5679788	0.001019368
GO_REGULATION_OF_LIPID_KINASE_ACTIVITY	0.59565467	0.0033936652	GO_REGULATION_OF_INFLAMMATORY_RESPONSE	0.42309198	0.01001001	GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	0.56705177	0.001019368
GO_PLATELET_AGGREGATION	0.613445	0.0034324944	GO_LEUKOCYTE_DIFFERENTIATION	0.39172417	0.01001001	GO_OSTEOCLAST_DIFFERENTIATION	0.59063107	0.0010204081
GO_POSITIVE_REGULATION_OF_HEART_CONTRACTION	0.72042555	0.0038363172	GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	0.44415918	0.010070493	GO_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS	0.5869846	0.001025641
GO_RESPONSE_TO_TOXIC_SUBSTANCE	0.4163968	0.004	GO_LYMPHOCYTE_COSTIMULATION	0.5705709	0.010089686	GO_REGULATION_OF_COAGULATION	0.60820997	0.0010330578
GO_NEGATIVE_REGULATION_OF_TRANSPORT	0.44040424	0.004004004	GO_POSITIVE_REGULATION_OF_HORMONE_SECRETION	0.48925474	0.010256411	GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	0.6083649	0.0010373445
GO_BLOOD_VESSEL_MORPHOGENESIS	0.42553344	0.004004004	GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DRUG	0.6231358	0.010588235	GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	0.6556401	0.0010427529
GO_SECOND_MESSENGER_MEDIATED_SIGNALING	0.44844735	0.004012036	GO_INTERLEUKIN_1_PRODUCTION	0.5313936	0.010718114	GO_RESPONSE_TO_ANESTHETIC	0.59193075	0.0010438414
GO_LYMPHOCYTE_DIFFERENTIATION	0.4600165	0.004048583	GO_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	0.5710294	0.010799136	GO_ANION_HOMEOSTASIS	0.5963178	0.0010570824
GO_ERK1_AND_ERK2_CASCADE	0.47345024	0.004056795	GO_REGULATION_OF_INTERLEUKIN_1_SECRETION	0.66192716	0.010856453	GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	0.62719053	0.001059322
GO_REGULATION_OF_T_CELL_ACTIVATION	0.4624954	0.004056795	GO_AMEBOIDAL_TYPE_CELL_MIGRATION	0.39922395	0.011	GO_BONE_RESORPTION	0.6616503	0.0010649627
GO_CELL_CELL_JUNCTION_ORGANIZATION	0.48755515	0.0040816325	GO_REGULATION_OF_CELL_ADHESION	0.37370253	0.011	GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT	0.6882236	0.0010799136
GO_PROTEIN_KINASE_B_SIGNALING	0.4765141	0.0040941657	GO_MUSCLE_CONTRACTION	0.4038299	0.011011011	GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY	0.6673016	0.0010822511
GO_LOCOMOTORY_BEHAVIOR	0.47658828	0.0041365046	GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	0.43146628	0.011055277	GO_LUNG_ALVEOLUS_DEVELOPMENT	0.62641543	0.0010881393
GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	0.5522455	0.0043290043	GO_DIGESTION	0.5007844	0.011258956	GO_LONG_TERM_MEMORY	0.71497065	0.0011025359
GO_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY	0.5687279	0.0043763677	GO_DICARBOXYLIC_ACID_METABOLIC_PROCESS	0.4804837	0.011293635	GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	0.4691741	0.002
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	0.5776201	0.004439512	GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	0.5245056	0.011640212	GO_LEUKOCYTE_MIGRATION	0.46246645	0.002
GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.6163115	0.0046565775	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	0.6461372	0.011723329	GO_LIPID_CATABOLIC_PROCESS	0.45109242	0.002
GO_NEURON_PROJECTION_REGENERATION	0.6340051	0.0046838406	GO_RESPONSE_TO_AMPHETAMINE	0.63566095	0.011750882	GO_EPITHELIAL_CELL_PROLIFERATION	0.44817585	0.002
GO_CORNIFICATION	0.68367255	0.004842615	GO_REGULATION_OF_CELL_KILLING	0.53902155	0.011995638	GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	0.44377792	0.002
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY	0.65181386	0.004889976	GO_CELL_JUNCTION_ORGANIZATION	0.40109167	0.012	GO_ADAPTIVE_IMMUNE_RESPONSE	0.4499551	0.002
GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	0.4215337	0.005	GO_REGULATION_OF_ION_TRANSPORT	0.38206232	0.012	GO_GLAND_DEVELOPMENT	0.44306448	0.002
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	0.41825595	0.005	GO_WOUND_HEALING	0.38333586	0.012	GO_POSITIVE_REGULATION_OF_LOCOMOTION	0.4314947	0.002
GO_CELLULAR_ION_HOMEOSTASIS	0.4109433	0.005005005	GO_REGULATION_OF_T_CELL_ACTIVATION	0.41891712	0.012012012	GO_RESPONSE_TO_NUTRIENT	0.5048389	0.002002002
GO_REGULATION_OF_CELL_ACTIVATION	0.42944112	0.00501002	GO_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	0.56421065	0.012061403	GO_ENDOTHELIAL_CELL_MIGRATION	0.4971814	0.002004008
GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	0.4251302	0.00501002	GO_RESPONSE_TO_NICOTINE	0.5608909	0.01210121	GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	0.49189395	0.002006018
GO_RENAL_SYSTEM_DEVELOPMENT	0.4544348	0.0050403224	GO_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	0.45028266	0.012121212	GO_SMOOTH_MUSCLE_CELL_PROLIFERATION	0.51675093	0.0020100502
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	0.45567286	0.0050607286	GO_NEGATIVE_REGULATION_OF_COAGULATION	0.55957115	0.012127894	GO_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	0.5051269	0.0020100502
GO_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	0.45831123	0.0050607286	GO_INTERLEUKIN_12_PRODUCTION	0.58306473	0.012168142	GO_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	0.57010627	0.0020181634
GO_NATURAL_KILLER_CELL_DIFFERENTIATION	0.7203008	0.005154639	GO_REGULATION_OF_MUSCLE_CONTRACTION	0.45253026	0.012219959	GO_REGULATION_OF_LIPID_TRANSPORT	0.5681409	0.002020202
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	0.49068698	0.005192108	GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	0.6114966	0.0125284735	GO_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	0.51689714	0.002020202
GO_TISSUE_REMODELING	0.5089835	0.005285412	GO_NEGATIVE_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_PROLIFERATION	0.6463328	0.012895662	GO_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	0.55521816	0.0020242915
GO_ACTIVATION_OF_GTPASE_ACTIVITY	0.53382784	0.005393743	GO_CELL_JUNCTION_ASSEMBLY	0.40432096	0.013	GO_STEROL_BIOSYNTHETIC_PROCESS	0.5483619	0.00203666
GO_DICARBOXYLIC_ACID_TRANSPORT	0.56345016	0.0054644807	GO_PEPTIDYL_TYROSINE_MODIFICATION	0.3894941	0.013	GO_RESPONSE_TO_CAMP	0.54985255	0.0020470829
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	0.56933486	0.0055309734	GO_LEUKOCYTE_PROLIFERATION	0.4230068	0.013026052	GO_XENOBIOTIC_METABOLIC_PROCESS	0.5764019	0.0020533882
GO_POSITIVE_REGULATION_OF_OSSIFICATION	0.57961136	0.0055991043	GO_CELLULAR_KETONE_METABOLIC_PROCESS	0.42053548	0.013039118	GO_ADULT_LOCOMOTORY_BEHAVIOR	0.5878281	0.0020554985
GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	0.6844244	0.005938242	GO_INTERLEUKIN_2_PRODUCTION	0.5469372	0.013043478	GO_ENDOCHONDRAL_BONE_MORPHOGENESIS	0.5702773	0.0020554985
GO_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	0.6469472	0.005945303	GO_DNA_REPLICATION_INITIATION	0.55826306	0.01308615	GO_CELLULAR_IRON_ION_HOMEOSTASIS	0.58229023	0.0020682523
GO_KERATINIZATION	0.63974226	0.0059952037	GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	0.44342363	0.013144591	GO_LONG_TERM_SYNAPTIC_POTENTIATION	0.5651361	0.0020703934
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	0.44699293	0.006018054	GO_ACID_SECRETION	0.47257683	0.013347022	GO_BONE_REMODELING	0.6121463	0.002074689
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	0.44023442	0.0060362173	GO_STEROL_BIOSYNTHETIC_PROCESS	0.48551476	0.013388259	GO_ACUTE_INFLAMMATORY_RESPONSE	0.60034925	0.002079002
GO_REGULATION_OF_BONE_REMODELING	0.65546525	0.0060753343	GO_PRIMARY_ALCOHOL_METABOLIC_PROCESS	0.51731455	0.013727561	GO_ARTERY_MORPHOGENESIS	0.58705753	0.002089864
GO_DENDRITE_MORPHOGENESIS	0.483117	0.006198347	GO_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	0.5345143	0.01391863	GO_COMPLEMENT_ACTIVATION	0.6237791	0.0021321962
GO_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL	0.72907054	0.006265664	GO_RESPONSE_TO_ATP	0.64899176	0.014035088	GO_RESPONSE_TO_COCAINE	0.65539193	0.0021413276
GO_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION	0.721548	0.006289308	GO_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	0.53821385	0.014145811	GO_NEGATIVE_REGULATION_OF_COAGULATION	0.6353895	0.0021482278
GO_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	0.5054246	0.006302521	GO_FATTY_ACID_CATABOLIC_PROCESS	0.4736434	0.014300306	GO_REGULATION_OF_FATTY_ACID_OXIDATION	0.65138537	0.0021929825
GO_CELL_CELL_JUNCTION_ASSEMBLY	0.50748384	0.0063626724	GO_REGULATION_OF_LIPID_TRANSPORT	0.47271222	0.014358974	GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	0.66632867	0.002202643
GO_CARDIAC_CONDUCTION	0.50619835	0.0063965884	GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.5579793	0.014364641	GO_CELLULAR_RESPONSE_TO_AMYLOID_BETA	0.63853896	0.0022296545
GO_OSTEOCLAST_DIFFERENTIATION	0.5682405	0.0066006603	GO_ANTIMICROBIAL_HUMORAL_RESPONSE	0.601446	0.014396456	GO_RESPONSE_TO_MINERALOCORTICOID	0.6831835	0.0023041475
GO_RENAL_SYSTEM_PROCESS	0.5319125	0.0066298344	GO_NEUTRAL_AMINO_ACID_TRANSPORT	0.6041006	0.014508928	GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	0.49960703	0.003
GO_HOMOTYPIC_CELL_CELL_ADHESION	0.5711556	0.0066592675	GO_BROWN_FAT_CELL_DIFFERENTIATION	0.56359464	0.014590348	GO_RESPONSE_TO_OXYGEN_LEVELS	0.4474179	0.003
GO_CALCIUM_ION_IMPORT	0.5682227	0.006718925	GO_ENDOCHONDRAL_BONE_MORPHOGENESIS	0.49865875	0.014690451	GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	0.44379357	0.003
GO_RESPONSE_TO_ANESTHETIC	0.5985902	0.0068104425	GO_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	0.53571033	0.014814815	GO_REGULATION_OF_SYSTEM_PROCESS	0.43804467	0.003
GO_HEART_DEVELOPMENT	0.42136902	0.007	GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_PROLIFERATION	0.5334505	0.014909478	GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	0.43817937	0.003
GO_RESPONSE_TO_EXTRACELLULAR_STIMULUS	0.417127	0.007021063	GO_DRUG_METABOLIC_PROCESS	0.38377914	0.015	GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	0.4303499	0.003
GO_ALCOHOL_METABOLIC_PROCESS	0.43569952	0.0070493454	GO_BEHAVIOR	0.378106	0.015	GO_ACTIVATION_OF_IMMUNE_RESPONSE	0.42286295	0.003
GO_DENDRITE_DEVELOPMENT	0.45280525	0.0070635723	GO_METAL_ION_HOMEOSTASIS	0.3775354	0.015	GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	0.41547558	0.003
GO_SENSORY_ORGAN_MORPHOGENESIS	0.45633197	0.0070921984	GO_GLIAL_CELL_DIFFERENTIATION	0.4274813	0.01503006	GO_REGULATION_OF_INFLAMMATORY_RESPONSE	0.48015824	0.003003003
GO_NEUTRAL_AMINO_ACID_TRANSPORT	0.6984917	0.007202881	GO_ASTROCYTE_DIFFERENTIATION	0.5358511	0.015167931	GO_SYNAPSE_ASSEMBLY	0.509748	0.003006012
GO_SARCOMERE_ORGANIZATION	0.64317626	0.0072289156	GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	0.44661355	0.015197569	GO_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	0.48638585	0.003009027
GO_KERATAN_SULFATE_METABOLIC_PROCESS	0.68018115	0.007308161	GO_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	0.54902333	0.015367728	GO_FATTY_ACID_BIOSYNTHETIC_PROCESS	0.5219164	0.003012048
GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	0.50452775	0.007329843	GO_REGULATION_OF_MYOTUBE_DIFFERENTIATION	0.55924386	0.015384615	GO_REGULATION_OF_STEROID_METABOLIC_PROCESS	0.5339945	0.0030181087
GO_KERATINOCYTE_DIFFERENTIATION	0.5153066	0.0074309977	GO_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	0.47712755	0.015641293	GO_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS	0.5445112	0.003030303
GO_NEGATIVE_REGULATION_OF_ION_TRANSPORT	0.50959414	0.007454739	GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	0.37382525	0.016	GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	0.54278105	0.0030395137
GO_RESPONSE_TO_ANGIOTENSIN	0.70579636	0.007490637	GO_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS	0.51498467	0.016008537	GO_POSITIVE_REGULATION_OF_ENDOCYTOSIS	0.5221398	0.0030425964
GO_NEGATIVE_REGULATION_OF_ANION_TRANSPORT	0.7373693	0.0076530613	GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	0.42347497	0.016048145	GO_IRON_ION_HOMEOSTASIS	0.55435634	0.0030487804
GO_NEGATIVE_REGULATION_OF_TORC1_SIGNALING	0.7272929	0.0077319588	GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	0.44360822	0.016064256	GO_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	0.5608989	0.003076923
GO_MEMBRANE_DEPOLARIZATION	0.53929955	0.007838746	GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION	0.49206516	0.016824394	GO_MYOFIBRIL_ASSEMBLY	0.5777755	0.0031088083
GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	0.6080467	0.007874016	GO_REGULATION_OF_PLATELET_ACTIVATION	0.6277975	0.017026106	GO_NEGATIVE_REGULATION_OF_WOUND_HEALING	0.59139925	0.003131524
GO_REGULATION_OF_GTPASE_ACTIVITY	0.41279823	0.008016032	GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	0.59609437	0.017221585	GO_NEGATIVE_REGULATION_OF_DNA_BINDING	0.6125631	0.0031578948
GO_GLAND_DEVELOPMENT	0.43482202	0.008032128	GO_ENDOTHELIUM_DEVELOPMENT	0.4671668	0.017258883	GO_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY	0.6060265	0.0031612224
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	0.6015265	0.008064516	GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT	0.5659481	0.017429193	GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	0.6079987	0.0031880978
GO_FAT_CELL_DIFFERENTIATION	0.46171308	0.0081883315	GO_POSITIVE_REGULATION_OF_P38MAPK_CASCADE	0.63849795	0.017523365	GO_RESPONSE_TO_NICOTINE	0.6340124	0.0032085562
GO_REGULATION_OF_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS	0.6124015	0.008264462	GO_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	0.5059412	0.01793249	GO_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	0.6281614	0.0032258064
GO_SALIVARY_GLAND_DEVELOPMENT	0.6279578	0.008293839	GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	0.39795363	0.018	GO_BROWN_FAT_CELL_DIFFERENTIATION	0.63418174	0.0032537961
GO_NEGATIVE_REGULATION_OF_SECRETION	0.48818177	0.008385744	GO_REGULATION_OF_PEPTIDE_SECRETION	0.3890999	0.018	GO_REGULATION_OF_BONE_REMODELING	0.64777344	0.0032573289
GO_T_CELL_MEDIATED_CYTOTOXICITY	0.70701706	0.008547009	GO_CELL_CELL_ADHESION	0.36666682	0.018	GO_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION	0.6641169	0.0032967033
